block,head,n,n_images,frac,cosine_mean,a_mean,a_std,a_min,a_max,a_range,ratio_mean,ratio_std
8,7,22,22,1.0,0.985526,0.867022,0.01066,0.843653,0.883695,0.040042,0.810046,0.021386
8,8,22,22,1.0,0.976683,0.929504,0.012137,0.908467,0.954503,0.046037,0.868927,0.015845
8,9,22,22,1.0,0.948232,0.741915,0.008351,0.727592,0.758432,0.030839,0.619637,0.01747
8,10,22,22,1.0,0.9703,0.751092,0.013049,0.717247,0.777746,0.060498,0.704309,0.020003
8,11,22,22,1.0,0.968907,0.811336,0.012272,0.788322,0.838276,0.049954,0.726306,0.024029
8,12,21,22,0.954545,0.934958,0.646931,0.020574,0.602313,0.685251,0.082937,0.526351,0.036024
8,13,22,22,1.0,0.97406,0.853395,0.013567,0.829082,0.883994,0.054912,0.788943,0.032486
8,14,22,22,1.0,0.963986,0.747893,0.023212,0.706069,0.792715,0.086645,0.673347,0.039926
9,3,22,22,1.0,0.971978,0.813392,0.018817,0.763004,0.835155,0.072151,0.760224,0.027838
9,4,22,22,1.0,0.973995,0.851235,0.025008,0.808468,0.913436,0.104968,0.8214,0.039745
9,5,22,22,1.0,0.977657,0.825851,0.009925,0.803017,0.841851,0.038834,0.797799,0.014079
9,6,22,22,1.0,0.982177,0.848833,0.004571,0.838993,0.857065,0.018072,0.778778,0.008202
