class_id,seed,block,head,mean8,mean9,ratio,cosine
88,0,14,11,2.827037,3.881737,1.373076,0.904705
88,0,14,12,2.463082,2.822693,1.146000,0.901829
88,0,14,13,1.643784,2.173188,1.322064,0.761573
88,0,14,14,4.358731,4.791634,1.099319,0.957210
88,0,14,15,1.431679,2.905837,2.029670,0.788378
88,0,15,0,4.218554,4.723460,1.119687,0.987885
88,0,15,1,2.777302,2.601488,0.936696,0.967202
88,0,15,2,4.840203,3.961421,0.818441,0.989801
88,0,15,3,3.444859,3.408065,0.989319,0.986353
88,0,15,4,-3.276871,-3.264806,0.996318,0.998545
88,0,15,5,3.600848,3.960591,1.099905,0.989329
88,0,15,6,0.245576,1.237469,5.039043,0.632864
88,0,15,7,3.100788,2.621591,0.845459,0.967480
88,0,15,8,3.661488,4.081230,1.114637,0.974216
88,0,15,9,3.927805,3.819919,0.972533,0.988949
88,0,15,10,-2.084481,-1.823251,0.874678,0.988781
88,0,15,11,4.094215,3.672291,0.896946,0.984544
88,0,15,12,6.204727,6.807480,1.097144,0.998269
88,0,15,13,2.381330,1.449874,0.608851,0.890786
88,0,15,14,3.294251,2.638735,0.801012,0.955763
88,0,15,15,1.582806,-0.425155,-0.268608,-0.251047
207,0,0,0,-0.282389,0.644383,-2.281899,0.254014
207,0,0,1,-0.573624,-0.356926,0.622231,0.965806
207,0,0,2,-0.033556,-0.145437,4.334218,0.966604
207,0,0,3,-1.378986,-1.566867,1.136246,0.991065
207,0,0,4,-0.757982,-0.955479,1.260555,0.927097
207,0,0,5,1.328560,0.403845,0.303972,0.864954
207,0,0,6,1.479099,0.962560,0.650775,0.932386
207,0,0,7,-1.487353,-1.664467,1.119081,0.994660
207,0,0,8,1.637176,1.267745,0.774349,0.984790
207,0,0,9,-0.124149,-0.549867,4.429100,0.898602
207,0,0,10,0.845342,0.774070,0.915689,0.976181
207,0,0,11,-0.082719,1.050002,-12.693603,0.302519
207,0,0,12,0.730018,0.342879,0.469685,0.806209
207,0,0,13,-1.464924,-1.594588,1.088512,0.975818
207,0,0,14,0.043532,0.028406,0.652517,0.979133
207,0,0,15,-0.375517,-0.458829,1.221859,0.996705
207,0,1,0,0.509970,0.555844,1.089955,0.989459
207,0,1,1,0.696449,0.672537,0.965666,0.986027
207,0,1,2,1.887117,1.941369,1.028748,0.987401
207,0,1,3,0.230642,1.319286,5.720055,0.755384
207,0,1,4,0.367120,0.403914,1.100222,0.968282
207,0,1,5,0.998660,2.165726,2.168632,0.938352
207,0,1,6,1.849385,1.830160,0.989605,0.995237
207,0,1,7,0.854518,1.019626,1.193218,0.980164
207,0,1,8,0.447607,1.209348,2.701807,0.903460
207,0,1,9,-0.428182,-0.148652,0.347171,0.699840
207,0,1,10,1.097701,0.881686,0.803211,0.976904
207,0,1,11,1.674301,1.168397,0.697842,0.986848
207,0,1,12,-0.418225,-0.767658,1.835515,0.958136
207,0,1,13,1.316099,1.177635,0.894792,0.973012
207,0,1,14,-0.348546,0.338774,-0.971964,0.425265
207,0,1,15,3.044322,3.804972,1.249859,0.981563
207,0,2,0,2.387661,2.119962,0.887882,0.993554
207,0,2,1,1.768930,1.735894,0.981324,0.966864
207,0,2,2,0.310967,0.681432,2.191329,0.892644
207,0,2,3,0.332696,0.696447,2.093343,0.905505
207,0,2,4,0.659734,0.955404,1.448166,0.965237
207,0,2,5,3.267154,3.179293,0.973108,0.987812
207,0,2,6,1.427842,1.659425,1.162191,0.974445
207,0,2,7,0.396381,0.717274,1.809558,0.917090
207,0,2,8,0.543896,0.591754,1.087992,0.977021
207,0,2,9,4.234556,3.492843,0.824843,0.998204
207,0,2,10,0.448647,1.109733,2.473511,0.880140
207,0,2,11,2.195569,2.380658,1.084301,0.993868
207,0,2,12,0.370211,0.788637,2.130237,0.899199
207,0,2,13,1.315376,1.179550,0.896740,0.982133
207,0,2,14,-0.609945,-0.741132,1.215080,0.923647
207,0,2,15,0.235658,0.807632,3.427132,0.796726
207,0,3,0,1.259109,1.302269,1.034278,0.868552
207,0,3,1,2.403000,2.042952,0.850167,0.990131
207,0,3,2,0.891970,0.570249,0.639315,0.893040
207,0,3,3,1.286740,0.860925,0.669075,0.946969
207,0,3,4,2.420108,1.809813,0.747823,0.988370
207,0,3,5,1.889065,2.332748,1.234869,0.988236
207,0,3,6,2.221849,2.045835,0.920780,0.989125
207,0,3,7,0.625876,1.003349,1.603111,0.949493
207,0,3,8,8.181406,8.486188,1.037253,0.997713
207,0,3,9,2.726798,2.982692,1.093844,0.992050
207,0,3,10,3.252030,1.649746,0.507297,0.978233
207,0,3,11,0.527546,1.999779,3.790719,0.793792
207,0,3,12,2.515019,2.298795,0.914027,0.986456
207,0,3,13,6.604639,7.219568,1.093106,0.996114
207,0,3,14,1.057947,0.932629,0.881546,0.943736
207,0,3,15,2.343672,2.053249,0.876082,0.994005
207,0,4,0,2.708900,2.462370,0.908993,0.987657
207,0,4,1,2.350757,2.497709,1.062513,0.986854
207,0,4,2,0.692303,0.890486,1.286266,0.946350
207,0,4,3,2.560534,2.779449,1.085496,0.996729
207,0,4,4,4.385440,4.618390,1.053119,0.995445
207,0,4,5,1.804288,2.661830,1.475280,0.979922
207,0,4,6,1.535856,2.530630,1.647700,0.961578
207,0,4,7,1.886798,1.492836,0.791201,0.985146
207,0,4,8,-0.222226,0.068530,-0.308382,0.893155
207,0,4,9,0.784804,0.806747,1.027961,0.966186
207,0,4,10,7.288890,7.247749,0.994356,0.993822
207,0,4,11,4.688073,4.432123,0.945404,0.994996
207,0,4,12,1.755864,1.577037,0.898155,0.992747
207,0,4,13,3.972076,4.422155,1.113311,0.991455
207,0,4,14,1.501148,1.252058,0.834067,0.986066
207,0,4,15,1.418015,2.147076,1.514142,0.983353
207,0,5,0,10.270043,10.259847,0.999007,0.995901
207,0,5,1,3.667465,2.385169,0.650359,0.930134
207,0,5,2,7.483904,6.979606,0.932616,0.988660
207,0,5,3,2.963080,2.509059,0.846774,0.990592
207,0,5,4,10.415613,10.805357,1.037419,0.998262
207,0,5,5,8.326343,8.372678,1.005565,0.997487
207,0,5,6,14.921679,15.904299,1.065852,0.998543
207,0,5,7,2.623333,3.446073,1.313624,0.959230
207,0,5,8,3.742998,4.359494,1.164706,0.980378
207,0,5,9,4.465669,4.717387,1.056367,0.987157
207,0,5,10,6.048259,4.567206,0.755127,0.996930
207,0,5,11,4.569133,4.480042,0.980502,0.949094
207,0,5,12,1.329453,0.869139,0.653757,0.862966
207,0,5,13,5.601185,5.463221,0.975369,0.999015
207,0,5,14,6.293491,6.041384,0.959942,0.985020
207,0,5,15,1.451353,1.193590,0.822398,0.883640
207,0,6,0,3.126862,3.172220,1.014506,0.952958
207,0,6,1,5.322608,4.465592,0.838986,0.991380
207,0,6,2,5.243049,4.281455,0.816596,0.997182
207,0,6,3,1.526276,1.717522,1.125302,0.888224
207,0,6,4,4.804078,5.731025,1.192950,0.984630
207,0,6,5,3.773911,2.661965,0.705360,0.976505
207,0,6,6,12.031558,11.365336,0.944627,0.993630
207,0,6,7,7.430713,7.607206,1.023752,0.997871
207,0,6,8,5.242450,3.846053,0.733636,0.992346
207,0,6,9,11.333334,10.713828,0.945338,0.997941
207,0,6,10,2.184909,2.262151,1.035352,0.925332
207,0,6,11,3.188620,3.390471,1.063304,0.941592
207,0,6,12,11.803939,11.143701,0.944066,0.997232
207,0,6,13,-0.354074,-0.675619,1.908132,0.736948
207,0,6,14,2.424845,1.832696,0.755799,0.948270
207,0,6,15,4.083086,4.051623,0.992295,0.984274
207,0,7,0,8.842727,9.230736,1.043879,0.994332
207,0,7,1,5.141786,5.159589,1.003462,0.986926
207,0,7,2,3.353715,3.354757,1.000311,0.996674
207,0,7,3,6.277520,5.594312,0.891166,0.978690
207,0,7,4,3.838181,2.097474,0.546476,0.932806
207,0,7,5,2.854045,3.152043,1.104413,0.895870
207,0,7,6,7.695107,7.392357,0.960657,0.977920
207,0,7,7,3.484209,4.506836,1.293503,0.982937
207,0,7,8,6.493134,6.439853,0.991794,0.996772
207,0,7,9,9.981178,9.574241,0.959230,0.998098
207,0,7,10,25.183090,25.463375,1.011130,0.999104
207,0,7,11,5.782049,5.537853,0.957767,0.997598
207,0,7,12,10.431202,10.278444,0.985356,0.994320
207,0,7,13,6.270975,5.393257,0.860035,0.989546
207,0,7,14,3.646689,2.784169,0.763479,0.978433
207,0,7,15,0.802073,-0.194488,-0.242481,0.507337
207,0,8,0,3.481560,4.185819,1.202283,0.983998
207,0,8,1,5.071460,4.372376,0.862153,0.974092
207,0,8,2,2.769299,1.817218,0.656201,0.849714
207,0,8,3,4.892566,4.047991,0.827376,0.988385
207,0,8,4,9.733774,9.575891,0.983780,0.997618
207,0,8,5,-2.132995,-2.309061,1.082544,0.975933
207,0,8,6,3.966297,4.464038,1.125493,0.987341
207,0,8,7,6.470902,7.593888,1.173544,0.995315
207,0,8,8,5.302864,5.199378,0.980485,0.996209
207,0,8,9,4.961060,4.846594,0.976927,0.992225
207,0,8,10,6.604404,6.399742,0.969011,0.994380
207,0,8,11,4.835473,5.249939,1.085714,0.990717
207,0,8,12,3.538519,3.633661,1.026888,0.965890
207,0,8,13,6.459435,6.341317,0.981714,0.992619
207,0,8,14,4.253925,4.842440,1.138346,0.980354
207,0,8,15,0.851760,0.782821,0.919063,0.471215
207,0,9,0,3.112529,2.965048,0.952617,0.982988
207,0,9,1,1.647439,0.099030,0.060112,0.536838
207,0,9,2,2.606999,1.941365,0.744674,0.980115
207,0,9,3,5.718233,6.129683,1.071954,0.995490
207,0,9,4,5.059436,5.850817,1.156417,0.991904
207,0,9,5,5.148602,5.866348,1.139406,0.990943
207,0,9,6,8.091202,9.024243,1.115316,0.995088
207,0,9,7,5.935740,5.593234,0.942298,0.998689
207,0,9,8,0.632991,-0.089762,-0.141806,0.590912
207,0,9,9,6.678970,6.839910,1.024097,0.995250
207,0,9,10,7.095659,6.126432,0.863406,0.995348
207,0,9,11,5.495257,4.061323,0.739060,0.992809
207,0,9,12,4.363776,4.650083,1.065610,0.882965
207,0,9,13,2.970261,2.421275,0.815172,0.987240
207,0,9,14,5.654656,5.951042,1.052415,0.995595
207,0,9,15,9.525846,8.961334,0.940739,0.998867
207,0,10,0,4.051919,2.474639,0.610733,0.945704
207,0,10,1,17.818756,17.628519,0.989324,0.997659
207,0,10,2,5.448516,4.639698,0.851553,0.989814
207,0,10,3,3.449613,2.269661,0.657947,0.969120
207,0,10,4,7.169371,6.672707,0.930724,0.999143
207,0,10,5,8.744277,8.991755,1.028302,0.998165
207,0,10,6,8.852047,8.344836,0.942701,0.991453
207,0,10,7,7.047568,5.697245,0.808399,0.998930
207,0,10,8,6.538824,6.950015,1.062884,0.993713
207,0,10,9,6.350061,6.367587,1.002760,0.977874
207,0,10,10,11.440516,10.963367,0.958293,0.982693
207,0,10,11,7.566811,7.228117,0.955240,0.995813
207,0,10,12,4.611160,3.133912,0.679636,0.984111
207,0,10,13,10.421238,10.804812,1.036807,0.997558
207,0,10,14,4.320127,3.339708,0.773058,0.948820
207,0,10,15,4.574397,4.761163,1.040828,0.991968
207,0,11,0,8.756841,8.846825,1.010276,0.999513
207,0,11,1,9.219954,10.134306,1.099171,0.999029
207,0,11,2,4.691232,5.201269,1.108721,0.993980
207,0,11,3,-1.387731,-2.174608,1.567025,0.860004
207,0,11,4,3.969969,2.592843,0.653114,0.945213
207,0,11,5,3.604840,4.722951,1.310169,0.979281
207,0,11,6,5.045656,5.400930,1.070412,0.858263
207,0,11,7,3.389555,2.961382,0.873679,0.878755
207,0,11,8,3.267318,3.130473,0.958117,0.985758
207,0,11,9,3.685045,3.083448,0.836747,0.995377
207,0,11,10,1.624001,1.047884,0.645248,0.735984
207,0,11,11,6.219784,5.104769,0.820731,0.995977
207,0,11,12,3.765900,1.749935,0.464679,0.877518
207,0,11,13,9.795811,10.565432,1.078566,0.998941
207,0,11,14,4.121091,5.130620,1.244966,0.989784
207,0,11,15,8.984498,9.463009,1.053260,0.998974
207,0,12,0,-2.771438,-3.280904,1.183827,0.987163
207,0,12,1,7.673651,8.200993,1.068721,0.990491
207,0,12,2,1.426440,2.616629,1.834378,0.909759
207,0,12,3,-3.377147,-3.666891,1.085795,0.999767
207,0,12,4,2.857429,3.875155,1.356168,0.972762
207,0,12,5,2.227165,2.849531,1.279443,0.876824
207,0,12,6,0.798879,2.025385,2.535285,0.882998
207,0,12,7,4.628210,4.172333,0.901500,0.969386
207,0,12,8,3.751335,3.824809,1.019586,0.915914
207,0,12,9,6.837393,7.992297,1.168910,0.998755
207,0,12,10,3.241126,2.542427,0.784427,0.994520
207,0,12,11,2.900298,3.756317,1.295149,0.919030
207,0,12,12,4.004016,5.617477,1.402961,0.974196
207,0,12,13,2.274590,2.157211,0.948396,0.824938
207,0,12,14,4.450582,5.079063,1.141213,0.950696
207,0,12,15,2.454098,2.363807,0.963208,0.729904
207,0,13,0,4.573359,3.989880,0.872418,0.938648
207,0,13,1,3.890083,4.106699,1.055684,0.936898
207,0,13,2,1.124679,1.680513,1.494216,0.837405
207,0,13,3,3.632673,3.876539,1.067132,0.932055
207,0,13,4,8.159162,7.534944,0.923495,0.987642
207,0,13,5,3.916626,2.511176,0.641158,0.987771
207,0,13,6,7.482761,7.804068,1.042940,0.998495
207,0,13,7,1.810408,1.550924,0.856671,0.927883
207,0,13,8,2.544475,1.024624,0.402686,0.878675
207,0,13,9,3.066399,3.620351,1.180652,0.919791
207,0,13,10,2.870001,3.826151,1.333153,0.927121
207,0,13,11,5.124137,4.767770,0.930453,0.909774
207,0,13,12,5.031810,4.734300,0.940874,0.948100
207,0,13,13,-1.045464,-0.927267,0.886943,0.820429
207,0,13,14,4.766073,4.866583,1.021089,0.946198
207,0,13,15,-2.115535,-2.669160,1.261695,0.997091
207,0,14,0,1.958637,2.021966,1.032333,0.726458
207,0,14,1,9.617231,8.628086,0.897149,0.997217
207,0,14,2,4.411919,4.929452,1.117304,0.956263
207,0,14,3,1.332942,1.478608,1.109281,0.709969
207,0,14,4,5.080131,5.867564,1.155003,0.973060
207,0,14,5,1.424416,0.349849,0.245609,0.492717
207,0,14,6,1.644449,1.720768,1.046410,0.705336
207,0,14,7,5.887711,3.747134,0.636433,0.959583
207,0,14,8,2.901808,2.834332,0.976747,0.878420
207,0,14,9,0.644665,1.745597,2.707759,0.354810
207,0,14,10,0.887584,-0.111839,-0.126004,0.071895
207,0,14,11,2.525911,3.464850,1.371723,0.882973
207,0,14,12,2.355836,2.609821,1.107811,0.895353
207,0,14,13,1.365093,2.028061,1.485658,0.688189
207,0,14,14,4.217753,4.699066,1.114116,0.954727
207,0,14,15,1.218470,2.536031,2.081325,0.744967
207,0,15,0,4.303358,4.756653,1.105335,0.988139
207,0,15,1,2.710362,2.621917,0.967368,0.964678
207,0,15,2,4.714813,3.925421,0.832572,0.988507
207,0,15,3,3.494605,3.444492,0.985660,0.984844
207,0,15,4,-3.390718,-3.432442,1.012306,0.999087
207,0,15,5,3.656571,3.996765,1.093036,0.989414
207,0,15,6,0.324082,1.475016,4.551368,0.654175
207,0,15,7,2.830904,2.389070,0.843925,0.951506
207,0,15,8,3.517658,3.908071,1.110987,0.968291
207,0,15,9,3.752661,3.607312,0.961268,0.987612
207,0,15,10,-2.209827,-1.867818,0.845233,0.988190
207,0,15,11,4.038104,3.582963,0.887288,0.981711
207,0,15,12,5.919592,6.437854,1.087550,0.997787
207,0,15,13,2.357157,1.830956,0.776765,0.924705
207,0,15,14,3.523356,3.239330,0.919388,0.968966
207,0,15,15,1.595081,-0.109860,-0.068874,0.195313
323,0,0,0,-0.182815,0.746266,-4.082082,0.267542
323,0,0,1,-0.644809,-0.432167,0.670225,0.970007
323,0,0,2,0.551780,0.413144,0.748747,0.958268
323,0,0,3,-1.113204,-1.522863,1.367999,0.982342
323,0,0,4,0.192492,-0.372451,-1.934887,0.697347
323,0,0,5,1.403988,0.407553,0.290282,0.840355
323,0,0,6,1.369162,0.785322,0.573579,0.913560
323,0,0,7,-2.487886,-2.487349,0.999784,0.996931
323,0,0,8,2.106301,1.616434,0.767428,0.988405
323,0,0,9,0.017792,-0.322681,-18.136745,0.865397
323,0,0,10,-0.040587,-0.058935,1.452070,0.966213
323,0,0,11,0.008845,1.148489,129.841102,0.349088
323,0,0,12,1.399164,1.047720,0.748819,0.897653
323,0,0,13,-1.646882,-1.848621,1.122497,0.987952
323,0,0,14,2.087227,1.637297,0.784437,0.991134
323,0,0,15,-0.393851,-0.463464,1.176750,0.996943
323,0,1,0,0.832221,0.940391,1.129977,0.990703
323,0,1,1,1.996543,1.782502,0.892794,0.992685
323,0,1,2,1.424528,1.532650,1.075900,0.983081
323,0,1,3,0.275340,1.414622,5.137719,0.775901
323,0,1,4,0.492679,0.631983,1.282747,0.965945
323,0,1,5,1.089098,2.268923,2.083305,0.944091
323,0,1,6,2.741969,2.585079,0.942782,0.997522
323,0,1,7,0.771085,1.021047,1.324169,0.974494
323,0,1,8,0.272509,1.009758,3.705413,0.887542
323,0,1,9,-0.500180,-0.421578,0.842852,0.825212
323,0,1,10,0.848251,0.506599,0.597227,0.954969
323,0,1,11,1.617402,1.033385,0.638917,0.981787
323,0,1,12,-0.418081,-0.747319,1.787497,0.959576
323,0,1,13,1.491725,1.049227,0.703365,0.952001
323,0,1,14,-1.147062,-0.504421,0.439751,0.870912
323,0,1,15,3.626536,4.480813,1.235563,0.986973
323,0,2,0,2.302420,1.979131,0.859587,0.992240
323,0,2,1,1.643843,1.596612,0.971268,0.961528
323,0,2,2,0.251897,0.609605,2.420059,0.882240
323,0,2,3,0.258133,0.592876,2.296789,0.883131
323,0,2,4,0.328047,0.613792,1.871047,0.932913
323,0,2,5,4.585134,4.605021,1.004337,0.993189
323,0,2,6,1.349832,1.497367,1.109298,0.972013
323,0,2,7,0.339722,0.629119,1.851866,0.912804
323,0,2,8,0.404928,0.539853,1.333207,0.962070
323,0,2,9,4.425096,3.701368,0.836449,0.998133
323,0,2,10,0.161516,0.877811,5.434834,0.781749
323,0,2,11,1.850799,2.135926,1.154057,0.990965
